ï»¿ASC_Name;Provider_id;NPI;City;State;Zip_Code;Year;ASC_1_Measure_Rate;ASC_1_Footnote;ASC_2_Measure_Rate;ASC_2_Footnote;ASC_3_Measure_Rate;ASC_3_Footnote;ASC_4_Measure_Rate;ASC_4_Footnote;ASC_5_Measure_Rate;ASC_5_Footnote;ASC_1_5_Encounter_Start_Date;ASC_1_5_Encounter_End_Date;ASC_6_SSChecklist;ASC_6_Footnote;ASC_7_Volume;ASC_7_Respiratory;ASC_7_Eye;ASC_7_Genitourinary;ASC_7_Musculoskeletal;ASC_7_Gastrointestinal;ASC_7_Nervous_System;ASC_7_Skin;ASC_7_Footnote;ASC_6_7_Encounter_Start_Date;ASC_6_7_Encounter_End_Date;ASC_8_rate;ASC_8_Footnote;ASC_8_Encounter_Date;ASC_9_rate;ASC_9_Footnote;ASC_10_rate;ASC_10_Footnote;ASC_9_10_Encounter_Start_Date;ASC_9_10_Encounter_End_Date;ASC_11_rate;ASC_11_Footnote;ASC_11_Encounter_Start_Date;ASC_11_Encounter_End_Date;ASC_12_Total_Cases;ASC_12_Performance_Category;ASC_12_Interval_Lower_Limit;ASC_12_Interval_Upper_Limit;ASC_12_Footnote;ASC_12_Encounter_Start_Date;ASC_12_Encounter_End_Date;ASC_12_RSHV_Rate
Kunesh Eye Surgery Center;36C0001027;1326189499;Dayton;OH;45419;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;1,852;0;1,828;0;0;0;0;24;;01/01/16;12/31/2016;95.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
T Surgery Center, Inc.;05C0001202;1326191958;Ventura;CA;93003;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;1,159;0;0;0;1,068;0;69;22;;01/01/16;12/31/2016;79.41;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Laredo Laser and Surgery Center, LTD;45C0001485;1326202342;Laredo;TX;78041;2016;0.330;;0.000;;0.000;;0.000;;577.78;;01/01/16;12/31/2016;Yes;;1,591;2;1,539;0;15;0;9;26;;01/01/16;12/31/2016;78.57;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Lakeshore Eye Surgery Center;23C0001006;1326215468;St. Clair Shores;MI;48080;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;2,871;0;2,848;0;0;0;0;23;;01/01/16;12/31/2016;78.33;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Advanced Ambulatory Surgery Center;04C0001080;1326228370;Fayetteville;AR;72703;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Hancock Regional Surgery Center, LLC;15C0001160;1326234592;Greenfield;IN;46140;2016;0.000;;0.000;;0.000;;0.935;;1,000.00;;01/01/16;12/31/2016;Yes;;2,273;78;25;78;398;1,455;129;110;;01/01/16;12/31/2016;98.08;;2016/2017;81.25;;88.54;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;253;No Different than the National Rate;9.1;17.9;;01/01/16;12/31/2016;12.9
Cheyenne Eye Surgery;53C0001019;1326247479;Cheyenne;WY;82001;2016;0.000;;0.000;;0.000;;0.649;;666.67;1;01/01/16;12/31/2016;Yes;;2,786;0;2,786;0;0;0;0;0;;01/01/16;12/31/2016;55.56;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Monterey Peninsula Surgery Center - Ryan Ranch;05C0001816;1326256058;Monterey;CA;93940;2016;0.000;;0.000;;0.000;;0.000;;996.90;;01/01/16;12/31/2016;Yes;;1,758;3;534;3;1,035;40;89;54;;01/01/16;12/31/2016;72.63;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Petaluma Surgicenter LLC;05C0001261;1326259276;Petaluma;CA;94954;2016;0.000;1;0.000;1;0.000;1;0.000;1;1,000.00;1;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Premier Orthopaedic Associates Surgical Center, LLC;31C0001254;1326272774;Vineland;NJ;8360;2016;0.000;;0.000;;0.000;;0.000;;984.96;;01/01/16;12/31/2016;Yes;;1,641;0;0;0;1,07;0;543;28;;01/01/16;12/31/2016;86.21;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Community Surgery Center North;15C0001033;1326286360;Indianapolis;IN;46256;2016;0.000;;0.000;;0.000;;4.405;;1,000.00;;01/01/16;12/31/2016;Yes;;4,665;413;203;726;1,53;283;666;844;;01/01/16;12/31/2016;96.80;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Smoky Mountain Ambulatory Surgery CTR;44C0001179;1326287871;Knoxville;TN;37909;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Greater Erie Surgery Center, LLC;39C0001273;1326298423;Erie;PA;16506;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;519;0;0;0;1;0;518;0;;01/01/16;12/31/2016;55.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Advanced Surgery Center of Orlando;10C0001573;1326309394;Orlando;FL;32819;2016;0.000;;0.000;;0.000;;0.000;;981.48;;01/01/16;12/31/2016;Yes;;268;0;130;0;133;0;0;5;;01/01/16;12/31/2016;65.91;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Hampden Surgery Center;06C0001138;1326313727;Denver;CO;80237;2016;0.000;;0.000;;0.000;;0.000;;985.07;;01/01/16;12/31/2016;Yes;;1,966;0;0;0;1,966;0;0;0;;01/01/16;12/31/2016;100.00;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Surgical Institute of Monroe;23C0001114;1326340852;Monroe;MI;48161;2016;0.000;;0.000;;0.000;;0.000;;984.95;;01/01/16;12/31/2016;Yes;;3,004;154;876;80;340;1,344;86;124;;01/01/16;12/31/2016;85.19;;2016/2017;100.00;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;331;No Different than the National Rate;9.9;19.1;;01/01/16;12/31/2016;13.9
Advanced Ambulatory Surgery Center, LLC;10C0001565;1326358326;Altamonte Springs;FL;32701;2016;0.000;1;0.000;1;0.000;1;0.000;1;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Weir ASC, LLC dba Southwest Eye Surgery Center;37C0001064;1326379967;Oklahoma City;OK;73159;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;3,435;0;3,435;0;0;0;0;0;;01/01/16;12/31/2016;90.48;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Iu Health East Wasington Ambulatory Surgery CTR;15C0001198;1326424144;Indianapolis;IN;46229;2016;0.000;;0.000;;0.000;;0.000;;989.90;;01/01/16;12/31/2016;Yes;;282;5;0;41;27;204;5;0;;01/01/16;12/31/2016;100.00;;2016/2017;100.00;;100.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;Number of Cases Too Small;N/A;N/A;1;01/01/16;12/31/2016;N/A
Select Physicians Surgery Center;10C0001601;1326435926;Tampa;FL;33607;2016;0.000;1;0.000;1;0.000;1;0.000;1;1,000.00;1;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
The Heart and Vascular Surgery Center;45C0001575;1326444688;Bryan;TX;77802;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;0;0;0;0;0;0;0;0;;01/01/16;12/31/2016;93.55;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Capital City Surgery Center of Florida;10C0001485;1326453325;Tallahassee;FL;32308;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;1;01/01/16;12/31/2016;Yes;;2,68;0;0;0;0;2,68;0;0;;01/01/16;12/31/2016;65.00;;2016/2017;0.00;;78.10;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;403;No Different than the National Rate;9.3;17.9;;01/01/16;12/31/2016;12.8
South Austin Surgicenter, LLC dba South Austin Surgery Center;45C0001031;1326494188;Austin;TX;78745;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;579;0;0;0;416;4;150;9;;01/01/16;12/31/2016;62.50;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
St. Michael's Surgery Center;10C0001347;1336100189;Largo;FL;33770;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;Yes;;2,815;0;2,815;0;0;0;0;0;;01/01/16;12/31/2016;94.74;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Lake Ambulatory Surgery CTR;19C0001085;1336103001;Baton Rouge;LA;70808;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;2,223;97;521;0;659;834;31;81;;01/01/16;12/31/2016;35.43;;2016/2017;88.46;;64.91;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;108;No Different than the National Rate;8.5;17.0;;01/01/16;12/31/2016;12.0
Atlanta Surgery Center, LTD;11C0001003;1336104926;Atlanta;GA;30328;2016;0.000;;0.000;;0.000;;0.000;;878.05;;01/01/16;12/31/2016;Yes;;8,343;784;605;187;1,907;4,641;151;68;;01/01/16;12/31/2016;93.15;;2016/2017;0.00;;98.96;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;309;No Different than the National Rate;9.2;18.0;;01/01/16;12/31/2016;13.0
Rummel Eye Care PC Eye Surgery Service;03C0001202;1336107036;Prescott;AZ;86301;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;1,051;0;1,051;0;0;0;0;0;;01/01/16;12/31/2016;79.31;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Pomerado Outpatient Surgical Center, LP;05C0001281;1336107580;San Diego;CA;92128;2016;0.000;;0.000;;0.000;;0.000;;993.79;;01/01/16;12/31/2016;Yes;;4,292;101;1,92;31;803;1,08;91;266;;01/01/16;12/31/2016;N/A;5;2016/2017;100.00;;52.51;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;180;No Different than the National Rate;8.5;16.6;;01/01/16;12/31/2016;12.1
Mercer County Surgery CTR;31C0001139;1336112200;Lawrenceville;NJ;8648;2016;0.000;;0.000;;0.000;;0.000;;988.89;;01/01/16;12/31/2016;Yes;;4,944;0;0;0;3,393;1,551;0;0;;01/01/16;12/31/2016;94.23;;2016/2017;57.99;;44.93;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;183;No Different than the National Rate;8.5;17.2;;01/01/16;12/31/2016;12.2
Community Surgery Center -East;15C0001087;1336119478;Indianapolis;IN;46218;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;99.14;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Cobb Foot and Leg Surgery Center;11C0001028;1336123264;Marietta;GA;30060;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A;5;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Gateway Surgery Center;03C0001256;1336131143;Phoenix;AZ;85008;2016;0.000;;2.532;;0.000;;3.797;;998.60;;01/01/16;12/31/2016;Yes;;5,363;0;0;0;3,803;0;1,475;85;;01/01/16;12/31/2016;86.83;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Surgery Center of Central New Jersey;31C0001097;1336138635;North Brunswick;NJ;8902;2016;0.000;;0.000;;0.279;;0.279;;0.00;1;01/01/16;12/31/2016;Yes;;528;0;528;0;0;0;0;0;;01/01/16;12/31/2016;67.69;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Texan Surgery Center;45C0001264;1336142413;Austin;TX;78731;2016;0.000;;0.000;;0.000;;0.000;;0.00;1;01/01/16;12/31/2016;Yes;;5,144;201;4,904;0;0;0;0;39;;01/01/16;12/31/2016;29.55;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
The Surgical Suites;12C0001004;1336142884;Honolulu;HI;96814;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;3,284;0;3,284;0;0;0;0;0;;01/01/16;12/31/2016;56.52;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Marin Ophthalmic Surgery Center;05C0001276;1336143148;San Rafael;CA;94901;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;1,009;0;1,009;0;0;0;0;0;;01/01/16;12/31/2016;66.67;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Valley View Surgical Center;39C0001079;1336143718;Lebanon;PA;17042;2016;1.701;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;1,186;0;1,186;0;0;0;0;0;;01/01/16;12/31/2016;40.91;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Endoscopy Center at Skypark;05C0001559;1336143734;Torrance;CA;90505;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;13,148;0;0;0;0;13,148;0;0;;01/01/16;12/31/2016;100.00;;2016/2017;42.67;;88.00;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;383;No Different than the National Rate;9.1;17.8;;01/01/16;12/31/2016;12.7
Sweetwater Surgery Center, LLC;53C0001016;1336144617;Rock Springs;WY;82901;2016;0.000;;0.000;;0.000;;0.000;;944.44;;01/01/16;12/31/2016;Yes;;2,472;91;422;0;54;1,774;131;0;;01/01/16;12/31/2016;37.25;;2016/2017;100.00;;100.00;;01/01/16;12/31/2016;100.00;;01/01/16;12/31/2016;158;No Different than the National Rate;8.9;17.4;;01/01/16;12/31/2016;12.5
Boulder Community Musculoskeletal Surg CTR;06C0001100;1336148360;Boulder;CO;80301;2016;0.000;;0.000;;0.000;;0.000;;991.07;;01/01/16;12/31/2016;Yes;;3,515;0;0;0;3,515;0;0;0;;01/01/16;12/31/2016;92.59;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Center for Special Surgery;31C0001057;1336154152;Hawthorne;NJ;7506;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;1;01/01/16;12/31/2016;Yes;;1,535;0;0;22;128;1,127;0;258;;01/01/16;12/31/2016;67.86;;2016/2017;0.00;;12.50;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;44;No Different than the National Rate;8.9;17.8;;01/01/16;12/31/2016;12.7
Howard County Gastrointestinal Diagnostic Center;21C0001342;1336159284;Columbia;MD;21044;2016;0.707;;0.000;;0.000;;0.000;;0.00;1;01/01/16;12/31/2016;Yes;;8,324;0;0;0;0;8,324;0;0;;01/01/16;12/31/2016;89.47;;2016/2017;87.89;;79.58;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;900;No Different than the National Rate;9.6;17.7;;01/01/16;12/31/2016;13.0
Hillmoor Eye Surgery Center, Inc.;10C0001134;1336165091;Port St Lucie;FL;34952;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;54.29;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Lancaster Urological Group Inc, - The Urologic Surgery CTR;39C0001147;1336170596;Lancaster;PA;17604;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;1,912;0;0;1,912;0;0;0;0;;01/01/16;12/31/2016;88.89;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Rockwood Eye Surgery Center;50C0001024;1336179233;Spokane;WA;99202;2016;N/A;5;N/A;5;N/A;5;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;62.07;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Beltway Surgery Center;15C0001086;1336180173;Indianapolis;IN;46280;2016;0.000;;0.000;;0.000;;0.892;;988.93;;01/01/16;12/31/2016;Yes;;4,145;479;654;1;2,397;3;1;610;;01/01/16;12/31/2016;86.38;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Promenades Surgery Center, LLC;10C0001376;1336181742;Port Charlotte;FL;33952;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;258;0;0;0;0;0;0;258;;01/01/16;12/31/2016;N/A;1;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Eye Surgery Center of Wichita, LLC;17C0001014;1336184993;Wichita;KS;67208;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;5,51;0;5,313;0;0;0;0;197;;01/01/16;12/31/2016;82.35;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Afp Surgery Center;39C0001221;1336185230;Exton;PA;19341;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;863;0;0;0;863;0;0;0;;01/01/16;12/31/2016;81.82;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Sheridan Surgical CTR;53C0001018;1336202704;Sheridan;WY;82801;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;1,948;0;0;234;35;1,679;0;0;;01/01/16;12/31/2016;84.62;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;123;No Different than the National Rate;8.8;17.4;;01/01/16;12/31/2016;12.4
Physicians Surgicenter;31C0001128;1336204668;Toms River;NJ;8757;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;2,114;0;0;0;1,792;0;321;1;;01/01/16;12/31/2016;64.79;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Saddle River Valley Surgical Center;31C0001191;1336209451;Paramus;NJ;7652;2016;0.000;;2.160;;0.000;;2.160;;1,000.00;1;01/01/16;12/31/2016;Yes;;752;0;728;0;22;0;0;2;;01/01/16;12/31/2016;83.58;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
San Gabriel Ambulatory Surgery Center;05C0001727;1336213099;San Gabriel;CA;91776;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;1;01/01/16;12/31/2016;Yes;;3,529;0;2,751;0;62;716;0;0;;01/01/16;12/31/2016;56.64;;2016/2017;N/A;1;17.86;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;85;No Different than the National Rate;9.0;18.4;;01/01/16;12/31/2016;12.8
Central Ohio Endoscopy Center, LLC;36C0001168;1336218825;Columbus;OH;43213;2016;0.000;;0.982;;0.000;;0.982;;0.00;1;01/01/16;12/31/2016;Yes;;5,956;0;0;0;0;5,956;0;0;;01/01/16;12/31/2016;82.03;;2016/2017;89.22;;76.54;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;450;No Different than the National Rate;7.7;15.2;;01/01/16;12/31/2016;10.8
Centinela Valley Endoscopy Center;05C0001693;1336231059;Inglewood;CA;90301;2016;1.167;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;3,899;0;0;0;0;3,899;0;0;;01/01/16;12/31/2016;68.18;;2016/2017;89.12;;59.81;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;395;No Different than the National Rate;9.3;17.4;;01/01/16;12/31/2016;12.9
Eye Surgery and Laser Center;25C0001042;1336236710;Madison;MS;39110;2016;0.000;;0.000;;0.000;;0.000;;0.00;1;01/01/16;12/31/2016;Yes;;2,507;0;2,507;0;0;0;0;0;;01/01/16;12/31/2016;94.44;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Platinum Surgery Center;45C0001232;1336246099;Harlingen;TX;78550;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;;01/01/16;12/31/2016;Yes;;6,852;149;1,854;0;15;4,629;0;205;;01/01/16;12/31/2016;90.74;;2016/2017;79.37;;85.71;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;314;No Different than the National Rate;8.1;15.6;;01/01/16;12/31/2016;11.3
Pasadena Endoscopy Center, Inc.;05C0001537;1336247642;Pasadena;CA;91105;2016;0.658;;0.000;;0.000;;1.976;;N/A;5;01/01/16;12/31/2016;Yes;;10,009;0;0;0;0;10,009;0;0;;01/01/16;12/31/2016;81.58;;2016/2017;88.30;;80.98;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;1082;No Different than the National Rate;9.1;16.5;;01/01/16;12/31/2016;12.4
Advanced Endosocpy CTR;33C0001093;1336252402;Bronx;NY;10463;2016;0.000;;0.000;;0.000;;0.000;;N/A;5;01/01/16;12/31/2016;Yes;;14,739;0;0;0;0;14,739;0;0;;01/01/16;12/31/2016;84.34;;2016/2017;68.17;;78.61;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;448;No Different than the National Rate;9.5;17.9;;01/01/16;12/31/2016;13.0
Eye Surgery Center of The Desert;55C0001016;1336254770;Rancho Mirage;CA;92270;2016;0.936;;0.000;;0.000;;0.000;;0.00;1;01/01/16;12/31/2016;Yes;;2,74;0;2,6;0;0;0;0;140;;01/01/16;12/31/2016;67.57;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
Rockville Eye Surgery;21C0001406;1336255827;Bethesda;MD;20814;2016;0.000;;0.000;;0.000;;0.000;;1,000.00;1;01/01/16;12/31/2016;Yes;;5,93;0;5,93;0;0;0;0;0;;01/01/16;12/31/2016;90.91;;2016/2017;N/A;5;N/A;5;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;N/A;N/A;N/A;N/A;5;01/01/16;12/31/2016;N/A
New York GI Center, LLC;33C0001090;1336258128;Bronx;NY;10461;2016;0.000;;0.000;;0.000;;0.858;;1,000.00;1;01/01/16;12/31/2016;Yes;;10,639;0;0;0;0;10,639;0;0;;01/01/16;12/31/2016;91.89;;2016/2017;70.55;;50.34;;01/01/16;12/31/2016;N/A;5;01/01/16;12/31/2016;621;No Different than the National Rate;9.1;17.1;;01/01/16;12/31/2016;12.3
